#  Sample no 7 : Stan5
#  Number of scans: 2989
#  B=	150 - -1	274 - -1	1356 - -1
#  P=	163 - 269	320 - 1336	1845 - 2956
# 
#t [s]	Oxid.tube C	Postcomb.tube C	Flow N<sub>2</sub> ml/min	Flow lance ml/min	Input mbar	Output mbar	IR detect. unit
480	183	798	581	151	1555	1534	1762
481	183	798	581	152	1555	1534	1764
482	183	798	581	152	1555	1534	1769
483	183	798	581	151	1555	1534	1773
484	183	797	581	152	1555	1534	1782
485	183	798	581	152	1555	1534	1793
486	183	798	581	151	1555	1535	1805
487	183	797	581	152	1555	1534	1821
488	184	797	581	152	1555	1534	1837
489	186	797	581	151	1556	1535	1855
490	190	796	581	152	1555	1535	1871
491	191	796	581	152	1555	1534	1886
492	193	795	581	151	1555	1534	1898
493	193	795	581	151	1556	1534	1907
494	193	794	581	151	1557	1534	1913
495	194	794	581	151	1557	1534	1914
496	194	794	581	151	1557	1534	1913
497	195	793	581	151	1557	1534	1909
498	196	793	581	151	1557	1535	1902
499	196	793	581	151	1557	1535	1894
500	198	793	581	151	1556	1535	1886
501	198	793	581	151	1557	1535	1878
502	198	793	581	151	1557	1536	1873
503	199	793	581	151	1557	1535	1870
504	199	793	581	151	1557	1536	1872
505	199	793	581	151	1557	1536	1878
506	200	793	581	151	1557	1535	1889
507	200	793	581	151	1557	1535	1904
508	201	794	581	151	1557	1536	1925
509	201	794	581	151	1557	1536	1948
510	201	794	581	151	1557	1536	1973
511	202	795	581	151	1556	1536	2001
512	202	795	581	151	1557	1536	2027
513	202	795	581	151	1557	1536	2050
514	203	796	581	151	1557	1537	2069
515	203	795	581	151	1557	1537	2084
516	203	796	581	151	1557	1536	2094
517	204	796	581	151	1556	1536	2100
518	204	797	581	151	1556	1536	2101
519	204	797	581	151	1557	1536	2096
520	204	797	581	151	1557	1536	2089
521	204	798	581	151	1557	1536	2078
522	205	798	581	151	1556	1535	2064
523	205	798	581	151	1556	1535	2049
524	205	798	581	151	1556	1535	2032
525	205	799	581	151	1557	1535	2014
526	205	799	581	151	1557	1536	1997
527	205	799	581	151	1557	1535	1978
528	205	799	581	151	1556	1535	1961
529	205	800	581	151	1557	1535	1944
530	205	800	580	151	1557	1535	1929
531	205	800	580	151	1556	1535	1917
532	205	800	580	151	1556	1535	1910
533	205	800	580	152	1555	1534	1907
534	205	800	580	151	1555	1534	1907
535	205	800	580	152	1555	1534	1914
536	205	800	580	151	1555	1534	1923
537	205	800	580	152	1555	1534	1936
538	205	800	581	152	1555	1534	1948
539	205	800	581	151	1556	1535	1964
540	205	800	581	152	1555	1535	1982
541	205	800	581	152	1555	1535	2001
542	205	800	581	152	1555	1535	2021
543	205	799	581	152	1555	1535	2043
544	205	799	580	152	1555	1535	2068
545	205	799	580	152	1555	1535	2094
546	204	798	580	152	1556	1535	2122
547	204	799	580	152	1556	1535	2151
548	204	798	580	152	1556	1535	2182
549	204	798	580	152	1555	1535	2213
550	204	798	580	152	1555	1535	2245
551	204	797	580	152	1555	1535	2278
552	204	797	581	152	1555	1535	2310
553	203	797	581	152	1555	1535	2343
554	203	796	581	152	1555	1534	2377
555	203	796	581	152	1555	1534	2411
556	204	796	581	152	1555	1534	2446
557	204	795	581	152	1555	1534	2482
558	204	795	581	152	1555	1534	2519
559	204	796	581	152	1555	1534	2557
560	204	795	581	152	1555	1534	2593
561	204	794	581	152	1555	1534	2630
562	204	794	581	152	1556	1534	2665
563	204	794	581	152	1556	1534	2699
564	207	793	581	152	1555	1534	2731
565	205	793	581	152	1554	1534	2761
566	205	793	581	152	1554	1534	2791
567	205	793	581	151	1555	1535	2821
568	205	794	581	152	1555	1534	2851
569	206	793	581	152	1555	1534	2881
570	207	793	581	152	1555	1534	2910
571	207	794	581	152	1555	1534	2937
572	207	794	581	151	1555	1535	2961
573	208	793	581	151	1555	1535	2982
574	205	795	581	152	1555	1534	2999
575	205	795	581	151	1555	1534	3012
576	207	795	581	151	1556	1535	3024
577	209	795	581	151	1557	1535	3035
578	212	795	581	151	1557	1535	3047
579	213	795	581	151	1557	1535	3060
580	214	795	581	151	1556	1535	3078
581	215	795	581	151	1557	1535	3099
582	215	795	581	151	1557	1535	3125
583	216	795	581	151	1557	1535	3154
584	216	796	581	151	1556	1535	3186
585	217	796	581	151	1557	1535	3218
586	217	797	581	151	1557	1535	3247
587	218	797	581	151	1557	1535	3270
588	218	797	581	151	1556	1535	3286
589	219	798	581	151	1557	1536	3295
590	219	798	581	151	1557	1536	3292
591	220	798	581	151	1557	1536	3279
592	220	799	581	151	1556	1536	3256
593	221	799	581	151	1555	1535	3224
594	221	799	581	151	1555	1535	3185
595	221	800	581	151	1557	1535	3141
596	221	800	581	151	1557	1535	3094
597	221	800	581	151	1557	1535	3047
598	222	800	581	151	1556	1535	3002
599	222	800	581	151	1556	1535	2961
600	222	800	581	151	1557	1535	2927
601	222	801	581	151	1557	1535	2903
602	223	800	581	151	1557	1536	2890
603	223	800	581	151	1557	1536	2889
604	223	800	581	151	1557	1535	2902
605	223	800	581	151	1557	1535	2926
606	223	800	581	151	1556	1535	2960
607	224	800	581	151	1557	1535	3003
608	224	800	581	151	1556	1535	3050
609	224	800	581	151	1557	1535	3101
610	224	800	581	152	1556	1535	3153
611	224	800	581	152	1556	1535	3204
612	224	800	581	151	1556	1535	3251
613	224	799	581	152	1556	1535	3295
614	224	799	581	152	1556	1535	3332
615	224	799	581	152	1555	1535	3363
616	224	799	581	152	1556	1535	3388
617	224	798	581	152	1555	1535	3407
618	224	798	581	152	1556	1535	3421
619	224	798	581	152	1555	1535	3429
620	224	798	581	152	1555	1535	3436
621	224	797	581	152	1555	1535	3440
622	224	797	581	152	1556	1535	3443
623	223	797	581	151	1557	1535	3446
624	223	796	581	151	1557	1535	3452
625	223	796	581	152	1556	1535	3464
626	223	796	581	152	1556	1535	3484
627	223	796	581	152	1555	1535	3513
