Sample Name,Sample Name Old,LowT,HighT,Frac_No,PK,RT,Pksize,Area Pct,Compound,PM,C,H,O,N-Bearing,m/z,Origin,E_mean,E_std,E_lower,E_upper
GR Sierra,GR Sierra,484,800,5,6,3.21,2.39,2.56824193387167,"Benzene, ethyl (Bz-C2)",106,8,10,,,"91, 106",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,7,3.26,2.7,2.9043328536129,p-Xylene (Bz-C2),106,8,10,,,"91, 106",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,8,3.43,2.82,3.03492142652163,Styrene,104,8,8,,,"51, 78, 104",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,9,4.12,3.03,3.25934030737218,Phenol,94,6,6,1,,"66, 94",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,10,4.24,5.06,5.44129801817062,Benzonitrile,103,7,5,,1,"76, 103",N-Bearing,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,11,4.38,2.56,2.75364546330999,Benzofuran,118,8,6,1,,"63, 90, 118",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,12,4.88,2.63,2.82866671754068,Indene,116,9,8,,,"89, 116",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,13,5.11,1.47,1.57544633884457,"Benzene, 1-isocyano-4-methyl-",117,8,7,,1,"63, 90, 117",N-Bearing,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,14,5.57,0.73,0.785036161749264,"Benzofuran, 2-methyl-",132,9,8,1,,"77, 103, 132",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,15,6.07,0.47,0.505694844062197,Indene-C1,130,10,10,,,"115, 130",Aromatic,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,16,6.17,0.89,0.955714889139438,Azulene,128,10,8,,,"102, 128",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,17,6.52,8.44,9.06671625091493,Naphthalene,128,10,8,,,128,PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,18,7.88,1.77,1.90498095986363,Naph-C1,142,11,10,,,"115, 142",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,19,8.1,1.16,1.25182313470614,"Naphthalene, 1-methyl-",142,11,10,,,"115, 142",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,20,8.94,0.98,1.0518022835266,Biphenyl,154,12,10,,,"76, 154",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,21,10.66,1.3,1.40229556439521,Dibenzofuran,168,12,8,1,,"139, 168",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,22,11.45,1.13,1.21646211372921,Fluorene,166,13,10,,,"82, 166",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,23,13.72,0.59,0.628759795486472,Anthracene/Phenanthrene,178,14,10,,,"89, 178",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,24,16.68,0.47,0.504082639458385,Fluoranthene,202,16,10,,,"101, 202",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,484,800,5,25,17.08,0.46,0.489572798024082,Pyrene,202,16,10,,,"101, 202",PAH,188.8050453,15.14380517,174.4710124,203.9488505
GR Sierra,GR Sierra,400,400,,1,2.02,7.45,7.45,"Furan, 2-methyl-",82,5,6,1,,"53, 82",PS,,,,
GR Sierra,GR Sierra,400,400,,2,2.17,3.31,3.31,Benzene,78,6,6,,1,"51, 78",ARO,,,,
GR Sierra,GR Sierra,400,400,,3,2.98,4.43,4.43,Furfural,96,5,4,2,2,96,PS,,,,
GR Sierra,GR Sierra,400,400,,4,12.99,4.52,4.52,Isobutyl laurate,256,16,32,2,,"56, 183, 201, 256",FA,,,,
GR Sierra,GR Sierra,400,400,,5,16.55,30.78,30.78,Fatty acid alkyl ester,110,6,6,2,,"95, 110",FA,,,,
GR Sierra,GR Sierra,400,400,,6,18.3,12.57,12.57,Fatty acid alkyl ester,110,6,6,2,,"81, 110",FA,,,,
GR Sierra,GR Sierra,400,400,,7,19.93,24.12,24.12,Fatty acid alkyl ester,126,6,6,3,,"68, 98, 126",FA,,,,
GR Sierra,GR Sierra,400,400,,8,21.27,10.53,10.53,"6-Octadecenoic acid, (Z)-",282,18,34,2,,"55, 264, 282",FA,,,,
GR Sierra,GR Sierra,400,400,,9,21.44,2.3,2.3,Siloxane,174,13,18,,,"159, 174",CONT,,,,
